Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 13, -2.509, -2.509, -2.509, -2.509, -2.509, -2.509, -2.509, -2.509, -2.509, #3 - 1.2D + 1.6L + 0.5Lr,
 14, -10.98, -10.98, -10.98, -10.98, -10.98, -10.98, -10.98, -10.98, -10.98, #3 - 1.2D + 1.6L + 0.5Lr,
 15, -5.076, -5.076, -5.076, -5.076, -5.076, -5.076, -5.076, -5.076, -5.076, #3 - 1.2D + 1.6L + 0.5Lr,
 16, -5.079, -5.079, -5.079, -5.079, -5.079, -5.079, -5.079, -5.079, -5.079, #3 - 1.2D + 1.6L + 0.5Lr,
 17, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, #3 - 1.2D + 1.6L + 0.5Lr,
 18, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, -5.014, #3 - 1.2D + 1.6L + 0.5Lr,
 19, -10.974, -10.974, -10.974, -10.974, -10.974, -10.974, -10.974, -10.974, -10.974, #3 - 1.2D + 1.6L + 0.5Lr,
 20, 114.493, 113.434, 112.375, 111.316, 110.257, 109.197, 108.138, 107.079, 106.02, #3 - 1.2D + 1.6L + 0.5Lr,
 21, 143.866, 142.807, 141.748, 140.689, 139.63, 138.571, 137.512, 136.453, 135.393, #3 - 1.2D + 1.6L + 0.5Lr,
 22, 174.852, 169.788, 164.723, 159.659, 154.595, 149.531, 144.466, 139.402, 134.338, #3 - 1.2D + 1.6L + 0.5Lr,
 23, 114.644, 113.585, 112.526, 111.467, 110.408, 109.348, 108.289, 107.23, 106.171, #3 - 1.2D + 1.6L + 0.5Lr,
 24, 114.867, 113.808, 112.748, 111.689, 110.63, 109.571, 108.512, 107.453, 106.394, #3 - 1.2D + 1.6L + 0.5Lr,
 25, 131.15, 130.091, 129.032, 127.973, 126.913, 125.854, 124.795, 123.736, 122.677, #3 - 1.2D + 1.6L + 0.5Lr,
 26, 131.389, 130.33, 129.27, 128.211, 127.152, 126.093, 125.034, 123.975, 122.916, #3 - 1.2D + 1.6L + 0.5Lr,
 27, 114.867, 113.807, 112.748, 111.689, 110.63, 109.571, 108.512, 107.453, 106.394, #3 - 1.2D + 1.6L + 0.5Lr,
 28, -1.092, -1.092, -1.092, -1.092, -1.092, -1.092, -1.092, -1.092, -1.092, #3 - 1.2D + 1.6L + 0.5Lr,
 29, -0.054, -0.054, -0.081, -0.081, -0.081, -0.079, -0.048, -0.048, , #3 - 1.2D + 1.6L + 0.5Lr,
 30, -1.114, -1.114, -1.114, -1.114, -1.114, -1.114, -1.114, -1.114, -1.114, #3 - 1.2D + 1.6L + 0.5Lr,
 31, -1.079, -1.079, -1.079, -1.079, -1.079, -1.079, -1.079, -1.079, -1.079, #3 - 1.2D + 1.6L + 0.5Lr,
 32, -0.007, -0.007, -0.006, -0.006, -0.007, -0.007, -0.007, -0.007, , #3 - 1.2D + 1.6L + 0.5Lr,
 33, -1.078, -1.078, -1.078, -1.078, -1.078, -1.078, -1.078, -1.078, -1.078, #3 - 1.2D + 1.6L + 0.5Lr,
 34, -0.267, -0.267, -0.011, -0.011, -0.004, -0.025, -0.025, -0.29, -0.29, #3 - 1.2D + 1.6L + 0.5Lr,
 35, -0.262, -0.262, -0.004, -0.004, 0, -0.023, -0.023, -0.29, -0.29, #3 - 1.2D + 1.6L + 0.5Lr,
 36, -0.509, -0.509, -0.509, -0.509, -0.509, -0.509, -0.509, -0.509, -0.509, #3 - 1.2D + 1.6L + 0.5Lr,
 37, -0.507, -0.507, -0.507, -0.507, -0.507, -0.507, -0.507, -0.507, -0.507, #3 - 1.2D + 1.6L + 0.5Lr,
 38, -11.814, -11.814, -11.814, -11.814, -11.814, -11.814, -11.814, -11.814, -11.814, #3 - 1.2D + 1.6L + 0.5Lr,
 39, 25.327, 24.334, 23.341, 22.348, 21.355, 20.362, 19.369, 18.376, 17.383, #3 - 1.2D + 1.6L + 0.5Lr,
 40, 29.998, 29.005, 28.012, 27.019, 26.027, 25.034, 24.041, 23.048, 22.055, #3 - 1.2D + 1.6L + 0.5Lr,
 41, 29.586, 28.593, 27.6, 26.607, 25.615, 24.622, 23.629, 22.636, 21.643, #3 - 1.2D + 1.6L + 0.5Lr,
 42, 25.386, 24.393, 23.4, 22.408, 21.415, 20.422, 19.429, 18.436, 17.443, #3 - 1.2D + 1.6L + 0.5Lr,
 43, 25.431, 24.438, 23.445, 22.452, 21.459, 20.466, 19.473, 18.48, 17.487, #3 - 1.2D + 1.6L + 0.5Lr,
 44, 28.402, 27.409, 26.416, 25.423, 24.43, 23.437, 22.444, 21.451, 20.458, #3 - 1.2D + 1.6L + 0.5Lr,
 45, 28.502, 27.509, 26.516, 25.523, 24.53, 23.537, 22.544, 21.551, 20.558, #3 - 1.2D + 1.6L + 0.5Lr,
 46, 25.43, 24.437, 23.444, 22.452, 21.459, 20.466, 19.473, 18.48, 17.487, #3 - 1.2D + 1.6L + 0.5Lr,
 47, 12.434, 12.434, 12.434, 12.434, 12.434, 12.434, 12.434, 12.434, 12.434, #3 - 1.2D + 1.6L + 0.5Lr,
 48, 5.269, 5.269, 5.269, 5.269, 5.269, 5.269, 5.269, 5.269, 5.269, #3 - 1.2D + 1.6L + 0.5Lr,
 49, 12.633, 12.633, 12.633, 12.633, 12.633, 12.633, 12.633, 12.633, 12.633, #3 - 1.2D + 1.6L + 0.5Lr,
 50, 12.137, 12.137, 12.137, 12.137, 12.137, 12.137, 12.137, 12.137, 12.137, #3 - 1.2D + 1.6L + 0.5Lr,
 51, 3.37, 3.37, 3.37, 3.37, 3.37, 3.37, 3.37, 3.37, 3.37, #3 - 1.2D + 1.6L + 0.5Lr,
 52, 12.028, 12.028, 12.028, 12.028, 12.028, 12.028, 12.028, 12.028, 12.028, #3 - 1.2D + 1.6L + 0.5Lr,
 53, 4.893, 4.893, 4.893, 4.893, 4.893, 4.893, 4.893, 4.893, 4.893, #3 - 1.2D + 1.6L + 0.5Lr,
 54, 4.895, 4.895, 4.895, 4.895, 4.895, 4.895, 4.895, 4.895, 4.895, #3 - 1.2D + 1.6L + 0.5Lr,
 55, 5.429, 5.429, 5.429, 5.429, 5.429, 5.429, 5.429, 5.429, 5.429, #3 - 1.2D + 1.6L + 0.5Lr,
 56, 5.43, 5.43, 5.43, 5.43, 5.43, 5.43, 5.43, 5.43, 5.43, #3 - 1.2D + 1.6L + 0.5Lr,
 59, 12.565, 12.565, 12.565, 12.565, 12.565, 12.565, 12.565, 12.565, 12.565, #3 - 1.2D + 1.6L + 0.5Lr,
 60, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, #3 - 1.2D + 1.6L + 0.5Lr,
 61, -11.746, -11.746, -11.746, -11.746, -11.746, -11.746, -11.746, -11.746, -11.746, #3 - 1.2D + 1.6L + 0.5Lr,
 62, -11.064, -11.064, -11.064, -11.064, -11.064, -11.064, -11.064, -11.064, -11.064, #3 - 1.2D + 1.6L + 0.5Lr,
 65, 12.502, 12.502, 12.502, 12.502, 12.502, 12.502, 12.502, 12.502, 12.502, #3 - 1.2D + 1.6L + 0.5Lr,
 66, 12.16, 12.16, 12.16, 12.16, 12.16, 12.16, 12.16, 12.16, 12.16, #3 - 1.2D + 1.6L + 0.5Lr,
 67, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, #3 - 1.2D + 1.6L + 0.5Lr,
 68, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, #3 - 1.2D + 1.6L + 0.5Lr,
 69, 0.037, 0.037, 0.026, 0.026, 0.013, 0.023, 0.023, 0.033, 0.033, #3 - 1.2D + 1.6L + 0.5Lr,
 70, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, #3 - 1.2D + 1.6L + 0.5Lr,
 71, -0.163, -0.163, -0.163, -0.163, -0.163, -0.163, -0.163, -0.163, -0.163, #3 - 1.2D + 1.6L + 0.5Lr,
 72, 0.036, 0.036, 0.026, 0.026, 0.013, 0.024, 0.024, 0.033, 0.033, #3 - 1.2D + 1.6L + 0.5Lr,
 75, -5.012, -5.012, -5.012, -5.012, -5.012, -5.012, -5.012, -5.012, -5.012, #3 - 1.2D + 1.6L + 0.5Lr,
 76, -5.016, -5.016, -5.016, -5.016, -5.016, -5.016, -5.016, -5.016, -5.016, #3 - 1.2D + 1.6L + 0.5Lr,
 77, 5.451, 5.451, 5.451, 5.451, 5.451, 5.451, 5.451, 5.451, 5.451, #3 - 1.2D + 1.6L + 0.5Lr,
 78, 5.408, 5.408, 5.408, 5.408, 5.408, 5.408, 5.408, 5.408, 5.408, #3 - 1.2D + 1.6L + 0.5Lr,

1,137.468, 136.773, 136.078, 135.382, 134.687, 133.992, 133.297, 132.602, 131.907, #4 - 1.2D + 1.6Lr + 1.0L,
 2, 171.946, 171.251, 170.556, 169.861, 169.166, 168.471, 167.776, 167.081, 166.386, #4 - 1.2D + 1.6Lr + 1.0L,
